time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city
2021-05-13,20.3,15.5,25.1,0.0,,,4.1,,1017.2,,Brazil
2021-05-14,19.0,12.7,25.0,0.0,,,6.2,,1017.9,,Brazil
2021-05-15,19.5,12.7,25.0,0.0,,,7.0,,1018.0,,Brazil
2021-05-16,19.5,13.5,24.7,0.0,,,6.9,,1018.4,,Brazil
2021-05-17,18.8,13.2,24.7,0.0,,,6.0,,1018.6,,Brazil
2021-05-18,19.0,14.0,24.4,0.0,,,4.6,,1018.2,,Brazil
2021-05-19,18.5,12.5,24.7,0.0,,,3.9,,1017.8,,Brazil
2021-05-20,19.4,13.0,26.2,0.0,,,5.2,,1016.9,,Brazil
2021-05-21,20.4,14.2,27.6,0.0,,,5.5,,1015.9,,Brazil
2021-05-22,21.0,14.2,27.7,0.0,,,5.5,,1015.8,,Brazil
2021-05-23,21.2,15.2,27.5,0.0,,,5.1,,1016.3,,Brazil
2021-05-24,20.7,17.0,26.7,0.6,,,5.9,,1017.2,,Brazil
2021-05-25,21.5,15.7,28.2,0.0,,,6.5,,1017.9,,Brazil
2021-05-26,21.5,16.0,27.6,0.0,,,6.4,,1017.7,,Brazil
2021-05-27,22.1,16.0,28.1,0.0,,,5.4,,1016.0,,Brazil
2021-05-28,21.4,16.0,27.6,0.0,,,5.9,,1015.2,,Brazil
2021-05-29,20.9,15.7,27.0,0.0,,,4.4,,1016.6,,Brazil
2021-05-30,21.0,15.0,26.7,0.0,,,6.2,,1017.4,,Brazil
2021-05-31,20.3,14.2,26.7,0.0,,,5.7,,1017.7,,Brazil
2021-06-01,20.3,14.1,26.4,0.0,,,5.7,,1016.3,,Brazil
2021-06-02,21.1,15.6,27.0,0.0,,,8.3,,1016.1,,Brazil
2021-06-03,20.9,14.2,26.5,0.0,,,9.1,,1018.5,,Brazil
2021-06-04,20.0,14.7,25.7,0.0,,,12.8,,1019.4,,Brazil
2021-06-05,20.2,15.7,25.5,0.0,,,9.8,,1019.1,,Brazil
2021-06-06,20.1,17.0,24.7,0.0,,,8.3,,1018.1,,Brazil
2021-06-07,19.8,13.6,26.1,0.0,,,6.5,,1017.0,,Brazil
2021-06-08,20.0,13.5,26.0,0.0,,,7.1,,1016.8,,Brazil
2021-06-09,20.7,14.0,26.7,0.0,,,7.3,,1016.6,,Brazil
2021-06-10,21.2,17.5,26.0,0.0,,,8.4,,1016.5,,Brazil
2021-06-11,19.7,14.2,26.5,0.3,,,5.2,,1016.8,,Brazil
2021-06-12,20.0,16.5,25.7,2.3,,,6.3,,1017.0,,Brazil
2021-06-13,20.2,15.0,25.5,0.7,,,7.8,,1017.6,,Brazil
2021-06-14,19.7,16.7,24.2,3.5,,,9.5,,1018.7,,Brazil
2021-06-15,18.4,14.5,24.1,4.2,,,5.7,,1019.1,,Brazil
2021-06-16,19.2,13.5,25.0,0.0,,,4.4,,1017.5,,Brazil
2021-06-17,17.6,12.0,25.0,0.0,,,5.7,,1019.9,,Brazil
2021-06-18,18.3,11.7,25.0,0.0,,,6.8,,1020.5,,Brazil
2021-06-19,19.0,13.0,24.2,0.0,,,7.3,,1020.8,,Brazil
2021-06-20,19.8,13.7,27.0,0.0,,,4.4,,1019.5,,Brazil
2021-06-21,20.6,15.7,25.6,0.0,,,7.2,,1019.2,,Brazil
2021-06-22,19.3,13.0,26.5,0.0,,,5.4,,1019.8,,Brazil
2021-06-23,19.5,13.5,25.7,0.0,,,7.6,,1019.1,,Brazil
2021-06-24,20.0,14.7,27.0,0.0,,,7.2,,1018.3,,Brazil
2021-06-25,19.2,13.6,25.0,0.0,,,7.1,,1018.8,,Brazil
2021-06-26,17.7,12.2,23.8,0.0,,,10.1,,1019.0,,Brazil
2021-06-27,18.3,12.2,23.7,0.0,,,7.3,,1018.5,,Brazil
2021-06-28,17.6,12.2,23.5,0.0,,,6.8,,1020.3,,Brazil
2021-06-29,16.2,11.2,21.7,0.0,,,7.7,,1022.1,,Brazil
2021-06-30,14.9,8.2,21.8,0.0,,,7.5,,1022.1,,Brazil
2021-07-01,16.7,8.1,23.6,0.0,,,8.1,,1021.7,,Brazil
2021-07-02,18.2,12.7,24.7,0.0,,,9.1,,1022.6,,Brazil
2021-07-03,18.1,12.6,23.7,0.0,,,7.6,,1022.5,,Brazil
2021-07-04,16.2,9.7,23.0,0.0,,,8.2,,1022.5,,Brazil
2021-07-05,16.5,9.2,24.0,0.0,,,6.8,,1023.0,,Brazil
2021-07-06,16.7,9.1,23.7,0.0,,,5.7,,1021.3,,Brazil
2021-07-07,18.1,10.0,25.6,0.0,,,5.8,,1019.3,,Brazil
2021-07-08,17.3,9.7,24.6,0.0,,,5.7,,1019.5,,Brazil
2021-07-09,18.0,9.7,25.0,0.0,,,7.7,,1019.4,,Brazil
2021-07-10,17.9,11.2,24.0,0.0,,,7.4,,1019.9,,Brazil
2021-07-11,17.6,10.2,24.0,0.0,,,6.9,,1020.3,,Brazil
2021-07-12,18.3,11.2,24.2,0.0,,,8.8,,1020.1,,Brazil
2021-07-13,18.7,12.5,24.0,0.0,,,9.7,,1021.0,,Brazil
2021-07-14,18.8,12.6,24.2,0.0,,,7.5,,1019.9,,Brazil
2021-07-15,18.8,11.5,26.1,0.0,,,4.6,,1019.0,,Brazil
2021-07-16,19.7,11.7,27.0,0.0,,,5.9,,1017.2,,Brazil
2021-07-17,20.4,13.7,27.5,0.0,,,4.4,,1017.7,,Brazil
2021-07-18,21.4,15.7,28.0,0.0,,,5.9,,1018.3,,Brazil
2021-07-19,19.6,14.5,26.1,0.0,,,9.8,,1019.4,,Brazil
2021-07-20,18.4,9.0,25.9,0.0,,,7.1,,1020.3,,Brazil
2021-07-21,19.5,12.0,25.0,0.0,,,8.3,,1021.4,,Brazil
2021-07-22,20.2,16.2,24.5,0.0,,,10.0,,1022.8,,Brazil
2021-07-23,18.1,14.0,23.0,0.0,,,12.1,,1022.4,,Brazil
2021-07-24,17.4,12.7,23.0,0.0,,,11.8,,1021.9,,Brazil
2021-07-25,18.3,13.2,24.2,0.0,,,8.9,,1020.3,,Brazil
2021-07-26,19.2,14.6,25.0,0.0,,,7.9,,1019.1,,Brazil
2021-07-27,19.3,11.5,26.2,0.0,,,6.0,,1018.1,,Brazil
2021-07-28,21.3,14.2,28.6,0.0,,,7.6,,1016.2,,Brazil
2021-07-29,16.4,9.5,24.1,0.0,,,9.2,,1021.2,,Brazil
2021-07-30,17.4,9.7,26.1,0.0,,,6.3,,1021.4,,Brazil
2021-07-31,19.4,12.6,26.1,0.0,,,9.2,,1022.0,,Brazil
2021-08-01,19.2,13.7,25.1,0.0,,,10.5,,1024.0,,Brazil
2021-08-02,18.2,12.7,24.5,0.0,,,9.9,,1023.3,,Brazil
2021-08-03,19.5,11.0,26.1,0.0,,,6.9,,1020.6,,Brazil
2021-08-04,19.5,12.5,25.7,0.0,,,8.0,,1021.2,,Brazil
2021-08-05,18.4,14.0,23.2,0.0,,,12.7,,1023.5,,Brazil
2021-08-06,17.6,13.6,22.6,0.1,,,12.5,,1024.2,,Brazil
2021-08-07,17.0,13.6,22.0,0.0,,,11.2,,1023.0,,Brazil
2021-08-08,18.1,12.5,24.2,0.0,,,8.9,,1021.3,,Brazil
2021-08-09,19.2,12.5,24.0,0.0,,,7.8,,1021.2,,Brazil
2021-08-10,21.1,13.7,27.0,0.0,,,6.2,,1019.2,,Brazil
2021-08-11,21.6,15.9,27.5,0.0,,,7.0,,1017.1,,Brazil
2021-08-12,21.5,13.7,28.2,0.0,,,7.9,,1017.3,,Brazil
2021-08-13,21.5,16.5,27.0,0.0,,,10.3,,1018.2,,Brazil
2021-08-14,21.7,16.6,27.5,0.0,,,9.9,,1018.6,,Brazil
2021-08-15,22.9,17.6,28.6,0.0,,,9.7,,1016.2,,Brazil
2021-08-16,22.1,14.2,28.1,0.0,,,7.7,,1016.3,,Brazil
2021-08-17,23.0,17.2,28.2,0.0,,,10.2,,1017.6,,Brazil
2021-08-18,22.2,18.2,27.5,0.0,,,12.8,,1018.9,,Brazil
2021-08-19,20.5,15.6,25.6,0.0,,,12.4,,1017.9,,Brazil
2021-08-20,20.4,15.5,25.6,0.0,,,10.9,,1016.9,,Brazil
2021-08-21,20.4,12.0,26.2,0.0,,,9.2,,1017.4,,Brazil
2021-08-22,21.6,16.2,27.1,0.0,,,9.0,,1015.2,,Brazil
2021-08-23,22.7,13.7,29.0,0.0,,,7.7,,1013.7,,Brazil
2021-08-24,23.2,15.6,28.7,0.0,,,8.8,,1012.7,,Brazil
2021-08-25,22.6,16.6,29.2,0.0,,,6.7,,1012.7,,Brazil
2021-08-26,23.6,15.7,30.0,0.0,,,6.2,,1012.8,,Brazil
2021-08-27,24.5,18.6,30.5,0.0,,,9.9,,1013.5,,Brazil
2021-08-28,22.9,18.7,28.1,0.0,,,11.1,,1016.5,,Brazil
2021-08-29,21.7,16.7,27.0,0.0,,,11.4,,1017.8,,Brazil
2021-08-30,21.1,17.0,26.6,0.1,,,10.8,,1016.2,,Brazil
2021-08-31,21.3,17.2,26.7,0.0,,,11.1,,1016.7,,Brazil
2021-09-01,20.3,15.2,25.5,0.0,,,11.6,,1017.7,,Brazil
2021-09-02,21.5,16.0,27.1,0.0,,,10.3,,1017.0,,Brazil
2021-09-03,22.2,16.6,29.1,0.0,,,7.4,,1015.8,,Brazil
2021-09-04,22.9,14.0,30.2,0.0,,,6.6,,1014.5,,Brazil
2021-09-05,24.0,16.2,30.7,0.0,,,4.6,,1014.1,,Brazil
2021-09-06,25.3,18.2,32.0,0.0,,,4.7,,1013.1,,Brazil
2021-09-07,26.9,18.6,33.0,0.0,,,7.2,,1011.6,,Brazil
2021-09-08,26.4,21.2,31.6,0.0,,,8.9,,1012.6,,Brazil
2021-09-09,26.2,20.7,33.0,0.0,,,7.3,,1012.5,,Brazil
2021-09-10,25.7,18.7,32.7,0.0,,,6.9,,1013.2,,Brazil
2021-09-11,26.0,18.5,33.5,0.0,,,7.8,,1014.0,,Brazil
2021-09-12,27.2,21.7,32.0,0.0,,,10.5,,1014.2,,Brazil
2021-09-13,26.0,20.2,31.1,0.0,,,9.0,,1013.8,,Brazil
2021-09-14,24.9,17.5,32.5,0.0,,,6.0,,1013.6,,Brazil
2021-09-15,25.9,17.7,32.2,0.0,,,5.7,,1014.6,,Brazil
2021-09-16,26.4,18.7,33.0,0.0,,,9.6,,1016.5,,Brazil
2021-09-17,24.6,20.1,30.0,0.0,,,13.4,,1017.0,,Brazil
2021-09-18,23.8,18.3,30.0,0.0,,,10.7,,1014.8,,Brazil
2021-09-19,26.1,17.2,33.0,0.0,,,10.2,,1013.4,,Brazil
2021-09-20,26.9,18.1,33.5,0.0,,,7.2,,1012.3,,Brazil
2021-09-21,26.8,19.5,33.5,0.0,,,5.5,,1012.0,,Brazil
2021-09-22,27.5,20.6,34.7,0.0,,,6.7,,1009.4,,Brazil
2021-09-23,26.0,21.6,30.7,0.0,,,12.3,,1012.0,,Brazil
2021-09-24,24.5,20.2,31.2,0.0,,,10.1,,1014.6,,Brazil
2021-09-25,21.5,18.0,27.0,0.9,,,6.1,,1017.0,,Brazil
2021-09-26,22.5,18.6,27.5,0.2,,,7.1,,1017.1,,Brazil
2021-09-27,24.0,18.7,30.2,0.0,,,7.8,,1016.0,,Brazil
2021-09-28,24.7,18.2,31.0,0.0,,,8.4,,1014.2,,Brazil
2021-09-29,25.1,20.0,32.1,0.0,,,7.8,,1012.0,,Brazil
2021-09-30,24.2,17.5,30.6,0.2,,,5.3,,1011.6,,Brazil
2021-10-01,23.8,20.7,30.7,0.2,,,7.0,,1011.6,,Brazil
2021-10-02,21.2,17.2,26.5,0.0,,,6.9,,1013.7,,Brazil
2021-10-03,23.6,17.2,31.0,0.0,,,7.0,,1011.7,,Brazil
2021-10-04,25.6,20.5,32.2,0.1,,,7.1,,1011.3,,Brazil
2021-10-05,25.4,19.5,32.6,0.0,,,8.9,,1012.0,,Brazil
2021-10-06,26.5,20.0,33.0,0.0,,,7.7,,1011.5,,Brazil
2021-10-07,26.4,21.6,32.1,0.0,,,6.9,,1010.2,,Brazil
2021-10-08,26.2,21.6,32.7,0.0,,,10.8,,1010.9,,Brazil
2021-10-09,25.4,21.7,31.2,0.0,,,6.9,,1011.2,,Brazil
2021-10-10,21.6,18.2,28.2,6.4,,,8.9,,1013.2,,Brazil
2021-10-11,21.4,18.5,25.7,3.8,,,8.0,,1014.6,,Brazil
2021-10-12,23.0,18.5,28.7,14.4,,,7.1,,1012.7,,Brazil
2021-10-13,22.4,19.1,27.7,1.1,,,6.6,,1011.9,,Brazil
2021-10-14,21.6,18.6,26.7,3.5,,,10.1,,1013.0,,Brazil
2021-10-15,23.2,17.7,29.1,3.6,,,9.9,,1013.9,,Brazil
2021-10-16,22.4,18.7,27.2,2.7,,,6.7,,1015.4,,Brazil
2021-10-17,23.4,17.7,30.6,2.8,,,6.7,,1013.3,,Brazil
2021-10-18,21.9,19.7,24.5,7.2,,,7.3,,1013.7,,Brazil
2021-10-19,21.3,18.5,26.7,16.8,,,7.0,,1014.9,,Brazil
2021-10-20,23.2,17.1,30.0,1.1,,,7.1,,1013.1,,Brazil
2021-10-21,21.7,19.0,27.1,2.8,,,5.4,,1013.1,,Brazil
2021-10-22,21.1,18.7,25.7,0.1,,,6.6,,1012.8,,Brazil
2021-10-23,22.5,16.7,28.5,1.1,,,8.4,,1012.2,,Brazil
2021-10-24,22.8,19.1,27.6,4.6,,,11.0,,1013.5,,Brazil
2021-10-25,22.3,18.1,27.6,5.5,,,6.5,,1015.7,,Brazil
2021-10-26,22.6,18.2,27.0,3.6,,,8.4,,1016.1,,Brazil
2021-10-27,24.0,19.6,29.2,0.0,,,12.9,,1015.8,,Brazil
2021-10-28,24.4,19.6,29.2,0.0,,,11.8,,1016.3,,Brazil
2021-10-29,24.3,19.2,29.5,0.0,,,9.7,,1014.3,,Brazil
2021-10-30,22.6,17.5,29.5,0.2,,,8.6,,1013.3,,Brazil
2021-10-31,19.5,17.7,22.0,2.9,,,6.6,,1015.1,,Brazil
2021-11-01,21.0,17.7,25.5,0.9,,,10.4,,1013.3,,Brazil
2021-11-02,21.2,18.5,26.5,3.6,,,10.1,,1012.9,,Brazil
2021-11-03,21.6,19.1,25.6,15.0,,,10.4,,1011.9,,Brazil
2021-11-04,20.8,19.0,26.1,13.1,,,7.9,,1012.2,,Brazil
2021-11-05,20.3,18.0,24.0,1.0,,,6.5,,1012.2,,Brazil
2021-11-06,23.4,17.5,29.7,0.2,,,5.3,,1010.7,,Brazil
2021-11-07,21.5,18.0,26.7,4.8,,,6.1,,1011.9,,Brazil
2021-11-08,20.5,18.5,23.1,14.1,,,4.6,,1013.0,,Brazil
2021-11-09,21.4,18.6,25.0,12.6,,,8.1,,1012.4,,Brazil
2021-11-10,21.0,19.0,26.0,6.9,,,9.3,,1012.8,,Brazil
2021-11-11,20.4,18.2,23.6,6.4,,,8.3,,1015.0,,Brazil
2021-11-12,20.0,18.6,25.1,15.7,,,5.3,,1014.8,,Brazil
2021-11-13,20.4,18.5,24.7,30.5,,,6.0,,1013.2,,Brazil
2021-11-14,19.2,17.7,21.7,5.4,,,9.3,,1014.4,,Brazil
2021-11-15,18.8,16.5,22.2,5.1,,,10.7,,1015.3,,Brazil
2021-11-16,19.4,17.6,23.2,1.3,,,10.0,,1015.3,,Brazil
2021-11-17,21.4,19.0,25.0,0.9,,,8.1,,1012.9,,Brazil
2021-11-18,19.4,18.0,23.1,8.3,,,7.8,,1013.8,,Brazil
2021-11-19,21.6,17.6,26.6,17.1,,,6.2,,1012.8,,Brazil
2021-11-20,21.6,18.5,26.1,17.4,,,4.4,,1013.0,,Brazil
2021-11-21,21.0,18.7,26.1,38.6,,,3.4,,1013.0,,Brazil
2021-11-22,22.3,17.7,27.2,6.7,,,5.5,,1011.7,,Brazil
2021-11-23,22.1,18.0,27.5,1.9,,,6.0,,1013.4,,Brazil
2021-11-24,23.9,18.0,29.2,0.0,,,8.0,,1013.0,,Brazil
2021-11-25,24.0,17.2,28.7,0.0,,,8.9,,1012.6,,Brazil
2021-11-26,23.9,18.1,29.5,0.0,,,8.3,,1011.4,,Brazil
2021-11-27,22.8,20.2,28.0,0.4,,,11.4,,1010.0,,Brazil
2021-11-28,22.4,20.2,25.6,3.1,,,12.3,,1010.6,,Brazil
2021-11-29,20.4,17.2,27.2,16.0,,,7.3,,1011.6,,Brazil
2021-11-30,21.2,16.0,26.2,0.4,,,6.6,,1011.2,,Brazil
2021-12-01,21.9,18.6,28.0,4.3,,,8.1,,1011.2,,Brazil
2021-12-02,21.7,19.2,25.7,2.2,,,5.5,,1011.4,,Brazil
2021-12-03,21.6,18.2,26.0,10.2,,,5.6,,1010.7,,Brazil
2021-12-04,21.3,17.0,26.0,13.3,,,8.0,,1013.5,,Brazil
2021-12-05,20.7,18.0,23.7,1.5,,,9.1,,1015.4,,Brazil
2021-12-06,21.3,18.2,28.2,8.5,,,6.8,,1013.5,,Brazil
2021-12-07,21.9,17.7,28.7,2.0,,,6.9,,1010.8,,Brazil
2021-12-08,20.2,17.2,26.0,16.3,,,4.9,,1011.8,,Brazil
2021-12-09,20.9,17.1,26.2,1.9,,,6.1,,1012.2,,Brazil
2021-12-10,22.6,18.0,26.6,1.0,,,5.5,,1010.3,,Brazil
2021-12-11,21.7,19.1,27.5,8.4,,,8.0,,1009.5,,Brazil
2021-12-12,21.5,19.0,25.5,9.2,,,10.3,,1010.4,,Brazil
2021-12-13,21.4,18.0,26.2,1.0,,,9.3,,1012.6,,Brazil
2021-12-14,21.6,17.5,27.1,1.8,,,8.6,,1012.3,,Brazil
2021-12-15,20.9,19.0,24.0,0.3,,,7.0,,1012.4,,Brazil
2021-12-16,21.0,18.2,25.2,5.7,,,7.9,,1011.9,,Brazil
2021-12-17,21.3,18.5,27.5,12.1,,,7.0,,1012.8,,Brazil
2021-12-18,21.3,18.6,26.5,7.3,,,6.5,,1013.4,,Brazil
2021-12-19,21.3,19.1,26.2,11.8,,,5.4,,1012.1,,Brazil
2021-12-20,20.9,18.5,26.6,6.1,,,6.4,,1011.1,,Brazil
2021-12-21,21.6,18.6,26.5,7.2,,,6.0,,1010.3,,Brazil
2021-12-22,22.3,18.7,26.5,4.8,,,8.9,,1010.7,,Brazil
2021-12-23,21.6,19.1,25.5,17.5,,,8.7,,1010.3,,Brazil
2021-12-24,18.9,17.2,21.0,6.6,,,6.7,,1009.8,,Brazil
2021-12-25,20.7,15.6,25.7,1.4,,,8.3,,1010.3,,Brazil
2021-12-26,22.0,17.7,26.7,0.9,,,8.8,,1011.3,,Brazil
2021-12-27,21.9,17.7,27.6,3.5,,,8.2,,1011.6,,Brazil
2021-12-28,20.9,18.5,24.7,13.4,,,10.4,,1014.0,,Brazil
2021-12-29,21.1,18.2,25.0,8.0,,,8.9,,1014.5,,Brazil
2021-12-30,19.6,18.5,22.5,10.9,,,8.5,,1012.5,,Brazil
2021-12-31,19.2,17.5,22.0,32.3,,,10.3,,1011.2,,Brazil
2022-01-01,19.2,18.1,22.2,15.3,,,11.6,,1012.2,,Brazil
2022-01-02,20.1,18.1,25.1,6.9,,,10.6,,1013.1,,Brazil
2022-01-03,21.3,18.5,27.1,16.6,,,7.9,,1012.3,,Brazil
2022-01-04,20.9,18.2,24.0,16.4,,,9.7,,1011.3,,Brazil
2022-01-05,22.3,17.5,27.7,11.9,,,9.9,,1010.5,,Brazil
2022-01-06,21.0,18.7,25.1,10.9,,,10.8,,1011.1,,Brazil
2022-01-07,19.7,19.0,21.5,8.0,,,10.0,,1012.0,,Brazil
2022-01-08,19.8,18.7,23.5,6.0,,,10.2,,1011.8,,Brazil
2022-01-09,19.3,18.5,21.2,14.5,,,13.7,,1012.6,,Brazil
2022-01-10,19.7,18.6,22.0,7.1,,,10.9,,1012.5,,Brazil
2022-01-11,19.3,17.2,23.9,13.7,,,11.2,,1013.1,,Brazil
2022-01-12,19.6,18.0,23.2,7.5,,,9.5,,1015.0,,Brazil
2022-01-13,20.5,17.0,25.0,1.4,,,7.8,,1017.3,,Brazil
2022-01-14,22.8,16.5,29.0,0.0,,,8.4,,1017.6,,Brazil
2022-01-15,22.9,15.7,28.2,0.0,,,9.9,,1017.2,,Brazil
2022-01-16,22.6,16.0,27.6,0.0,,,6.9,,1015.2,,Brazil
2022-01-17,23.4,19.1,28.2,0.4,,,8.4,,1014.3,,Brazil
2022-01-18,23.2,17.0,29.2,0.1,,,7.8,,1015.2,,Brazil
2022-01-19,22.9,17.6,28.7,0.0,,,6.6,,1016.4,,Brazil
2022-01-20,23.7,16.7,29.2,0.0,,,7.4,,1015.2,,Brazil
2022-01-21,21.7,17.0,26.6,1.2,,,5.7,,1014.4,,Brazil
2022-01-22,23.0,16.5,29.0,0.5,,,6.9,,1013.5,,Brazil
2022-01-23,24.2,17.2,29.1,0.3,,,8.0,,1012.3,,Brazil
2022-01-24,24.7,18.2,30.1,0.8,,,7.8,,1011.8,,Brazil
2022-01-25,21.9,18.2,27.2,1.1,,,6.6,,1012.9,,Brazil
2022-01-26,20.5,18.0,25.7,8.5,,,7.2,,1014.1,,Brazil
2022-01-27,20.5,17.0,25.6,15.4,,,7.6,,1013.4,,Brazil
2022-01-28,20.8,16.6,26.5,0.9,,,10.1,,1011.9,,Brazil
2022-01-29,21.5,17.2,26.7,1.1,,,12.1,,1011.9,,Brazil
2022-01-30,21.8,18.2,27.1,1.8,,,12.2,,1013.0,,Brazil
2022-01-31,20.5,17.7,24.6,2.8,,,9.4,,1014.2,,Brazil
2022-02-01,21.8,17.5,27.2,5.8,,,9.9,,1013.9,,Brazil
2022-02-02,22.0,18.7,27.5,0.2,,,5.7,,1014.7,,Brazil
2022-02-03,21.2,16.7,28.1,1.9,,,6.4,,1015.2,,Brazil
2022-02-04,21.4,19.5,27.5,2.5,,,6.4,,1014.6,,Brazil
2022-02-05,22.2,18.6,27.2,7.9,,,5.3,,1012.9,,Brazil
2022-02-06,20.3,18.2,23.0,6.1,,,7.6,,1014.7,,Brazil
2022-02-07,21.1,19.0,24.2,7.1,,,6.5,,1013.8,,Brazil
2022-02-08,20.5,17.2,24.7,12.8,,,4.5,,1013.2,,Brazil
2022-02-09,21.5,17.5,26.2,25.3,,,9.7,,1011.6,,Brazil
2022-02-10,20.2,18.0,24.0,5.6,,,11.7,,1012.6,,Brazil
2022-02-11,20.9,18.2,26.7,3.2,,,8.4,,1012.4,,Brazil
2022-02-12,21.4,17.7,26.5,16.6,,,8.3,,1012.1,,Brazil
2022-02-13,20.4,18.5,25.0,8.3,,,7.7,,1013.1,,Brazil
2022-02-14,21.7,18.5,27.7,12.7,,,8.0,,1013.1,,Brazil
2022-02-15,20.9,17.5,26.1,18.4,,,5.7,,1014.5,,Brazil
2022-02-16,21.2,18.2,26.0,23.6,,,6.5,,1014.9,,Brazil
2022-02-17,19.3,17.2,23.2,9.6,,,6.1,,1014.8,,Brazil
2022-02-18,20.8,17.6,26.0,6.7,,,8.8,,1011.4,,Brazil
2022-02-19,19.2,17.6,23.7,28.4,,,7.6,,1013.2,,Brazil
2022-02-20,19.8,16.6,24.2,4.4,,,5.7,,1015.6,,Brazil
2022-02-21,20.7,18.5,25.0,7.6,,,5.4,,1016.4,,Brazil
2022-02-22,21.3,17.7,28.0,4.6,,,8.1,,1015.6,,Brazil
2022-02-23,22.3,18.7,27.5,0.0,,,6.5,,1013.3,,Brazil
2022-02-24,21.3,16.7,26.5,0.4,,,6.1,,1015.1,,Brazil
2022-02-25,23.1,16.2,29.0,0.9,,,7.7,,1015.2,,Brazil
2022-02-26,23.2,18.7,27.5,0.3,,,10.3,,1015.2,,Brazil
2022-02-27,23.7,19.2,28.7,0.0,,,8.9,,1013.4,,Brazil
2022-02-28,23.7,20.0,27.7,0.1,,,8.8,,1013.0,,Brazil
2022-03-01,23.4,18.7,28.2,0.9,,,7.9,,1013.3,,Brazil
2022-03-02,20.6,16.0,26.2,3.0,,,9.0,,1015.5,,Brazil
2022-03-03,20.0,17.0,25.5,6.7,,,6.0,,1015.8,,Brazil
2022-03-04,20.3,17.5,27.0,1.4,,,6.0,,1014.9,,Brazil
2022-03-05,22.0,17.1,27.5,5.3,,,8.1,,1013.3,,Brazil
2022-03-06,21.4,18.7,26.2,0.1,,,9.1,,1013.7,,Brazil
2022-03-07,21.9,18.2,26.1,1.0,,,8.7,,1013.3,,Brazil
2022-03-08,22.0,18.2,26.1,0.0,,,8.1,,1013.7,,Brazil
2022-03-09,22.6,15.1,28.2,0.0,,,7.4,,1013.6,,Brazil
2022-03-10,22.9,17.2,27.7,0.2,,,6.1,,1013.3,,Brazil
2022-03-11,22.5,19.0,29.0,0.5,,,5.7,,1013.1,,Brazil
2022-03-12,21.2,18.5,25.5,9.3,,,6.6,,1014.0,,Brazil
2022-03-13,21.2,18.7,26.1,3.6,,,5.4,,1014.8,,Brazil
2022-03-14,21.2,19.5,24.2,14.4,,,5.1,,1013.4,,Brazil
2022-03-15,20.9,18.5,26.0,9.2,,,4.7,,1013.5,,Brazil
2022-03-16,22.1,18.6,27.5,11.7,,,6.6,,1013.4,,Brazil
2022-03-17,22.7,19.2,27.7,2.6,,,8.1,,1014.6,,Brazil
2022-03-18,21.7,18.5,26.6,0.4,,,5.6,,1015.5,,Brazil
2022-03-19,22.7,17.5,28.1,0.3,,,6.9,,1014.2,,Brazil
2022-03-20,23.1,16.1,29.2,0.0,,,7.6,,1012.9,,Brazil
2022-03-21,22.0,15.6,27.7,0.3,,,8.4,,1013.9,,Brazil
2022-03-22,21.8,18.0,26.5,0.1,,,11.8,,1015.0,,Brazil
2022-03-23,21.7,17.5,27.5,0.1,,,10.8,,1015.0,,Brazil
2022-03-24,22.5,18.6,27.0,0.4,,,6.9,,1014.2,,Brazil
2022-03-25,22.3,16.7,29.0,0.1,,,5.4,,1013.5,,Brazil
2022-03-26,22.8,17.0,29.0,0.0,,,5.3,,1012.2,,Brazil
2022-03-27,23.8,18.1,29.5,0.2,,,6.1,,1013.1,,Brazil
2022-03-28,23.5,17.2,28.0,0.0,,,8.0,,1014.2,,Brazil
2022-03-29,24.0,20.2,28.5,0.0,,,9.4,,1013.2,,Brazil
2022-03-30,23.2,18.5,29.1,0.0,,,5.9,,1012.4,,Brazil
2022-03-31,23.4,16.6,29.5,0.0,,,7.2,,1012.7,,Brazil
2022-04-01,22.9,16.5,29.0,0.0,,,6.5,,1014.9,,Brazil
2022-04-02,23.2,18.1,28.5,0.0,,,9.4,,1015.5,,Brazil
2022-04-03,23.2,18.6,28.0,0.0,,,10.2,,1014.5,,Brazil
2022-04-04,23.2,19.1,28.0,0.0,,,8.7,,1014.5,,Brazil
2022-04-05,23.0,17.1,28.7,0.0,,,7.7,,1014.4,,Brazil
2022-04-06,23.1,16.2,29.5,0.0,,,7.0,,1013.9,,Brazil
2022-04-07,23.3,17.2,29.7,0.0,,,6.4,,1013.0,,Brazil
2022-04-08,22.1,18.5,27.5,0.1,,,5.9,,1014.8,,Brazil
2022-04-09,23.7,17.5,30.6,0.8,,,5.4,,1013.9,,Brazil
2022-04-10,23.2,19.6,29.5,0.2,,,6.2,,1012.3,,Brazil
2022-04-11,22.2,19.1,27.0,1.1,,,5.1,,1012.5,,Brazil
2022-04-12,22.0,19.0,27.6,5.1,,,5.8,,1013.1,,Brazil
2022-04-13,21.1,18.2,27.7,1.7,,,4.0,,1013.0,,Brazil
2022-04-14,22.8,18.1,28.2,1.1,,,6.2,,1011.7,,Brazil
2022-04-15,22.2,18.7,27.2,1.7,,,6.3,,1012.2,,Brazil
2022-04-16,21.9,17.5,27.2,0.1,,,7.0,,1013.6,,Brazil
2022-04-17,21.5,17.7,26.0,1.3,,,8.0,,1014.5,,Brazil
