time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city
2021-09-25,28.8,24.6,32.7,4.1,,,3.3,,1005.2,,India
2021-09-26,29.1,25.5,33.2,0.0,,,5.6,,1005.0,,India
2021-09-27,29.7,26.2,33.8,,,,3.2,,1005.3,,India
2021-09-28,30.3,27.0,34.6,,,,4.1,,1005.9,,India
2021-09-29,30.6,27.6,34.8,,,,4.7,,1007.0,,India
2021-09-30,30.3,27.4,34.6,,,,3.5,,1008.3,,India
2021-10-01,29.8,27.0,33.4,,,,1.9,,1008.2,,India
2021-10-02,30.3,27.0,35.0,,,,4.5,,1006.8,,India
2021-10-03,30.4,27.4,36.0,,,,7.0,,1004.9,,India
2021-10-04,31.2,25.7,36.2,0.8,,,4.2,,1004.5,,India
2021-10-05,30.3,26.4,36.4,0.0,,,2.2,,1007.1,,India
2021-10-06,30.7,25.6,35.4,0.5,,,3.9,,1007.6,,India
2021-10-07,28.4,23.8,34.9,0.0,,,4.3,,1006.1,,India
2021-10-08,28.6,23.9,35.0,,,,3.6,,1005.0,,India
2021-10-09,28.8,23.6,35.8,,,,3.2,,1005.1,,India
2021-10-10,28.9,23.6,36.2,,,,2.9,,1005.7,,India
2021-10-11,28.7,23.4,36.6,,,,1.7,,1005.5,,India
2021-10-12,28.5,23.5,36.0,,,,2.4,,1005.6,,India
2021-10-13,27.0,21.8,33.6,,,,3.4,,1006.7,,India
2021-10-14,26.0,20.6,33.8,,,,3.7,,1006.7,,India
2021-10-15,26.1,19.6,34.0,,,,3.2,,1004.7,,India
2021-10-16,27.0,20.8,33.8,,,,1.0,,1004.5,,India
2021-10-17,24.2,22.4,35.5,3.0,,,5.6,,1006.3,,India
2021-10-18,22.1,20.1,30.4,87.9,,,6.1,,1005.4,,India
2021-10-19,25.6,19.9,30.8,0.5,,,8.6,,1006.7,,India
2021-10-20,25.3,20.6,31.4,0.0,,,5.0,,1010.0,,India
2021-10-21,24.3,17.2,32.0,,,,6.4,,1009.8,,India
2021-10-22,24.6,18.4,32.4,,,,6.2,,1010.0,,India
2021-10-23,24.6,19.4,32.4,,,,3.5,,1011.8,,India
2021-10-24,23.9,18.6,31.2,,,,4.3,,1013.2,,India
2021-10-25,22.2,17.0,28.6,,,,2.2,,1014.1,,India
2021-10-26,21.6,17.2,27.4,,,,4.3,,1013.3,,India
2021-10-27,21.1,15.6,27.6,,,,4.3,,1015.0,,India
2021-10-28,21.2,15.8,28.2,,,,3.6,,1015.1,,India
2021-10-29,21.1,15.6,29.2,,,,1.2,,1016.5,,India
2021-10-30,21.5,16.0,29.8,,,,4.6,,1016.0,,India
2021-10-31,21.7,16.3,29.4,,,,5.8,,1013.8,,India
2021-11-01,21.6,15.0,30.6,,,,3.3,,1013.1,,India
2021-11-02,21.4,15.6,29.6,,,,3.1,,1014.6,,India
2021-11-03,21.6,16.3,29.6,,,,2.1,,1014.5,,India
2021-11-04,20.9,16.4,27.7,,,,2.0,,1013.6,,India
2021-11-05,20.2,16.4,27.1,,,,1.8,,1013.5,,India
2021-11-06,20.3,15.3,27.6,,,,4.5,,1012.2,,India
2021-11-07,20.4,15.2,29.0,,,,3.2,,1011.8,,India
2021-11-08,20.2,14.6,28.4,,,,2.9,,1013.5,,India
2021-11-09,20.2,14.6,28.4,,,,3.1,,1014.3,,India
2021-11-10,20.6,14.8,29.0,,,,2.6,,1013.8,,India
2021-11-11,19.0,14.0,28.1,,,,1.3,,1013.2,,India
2021-11-12,18.9,13.8,27.0,,,,2.0,,1013.6,,India
2021-11-13,18.8,12.6,27.2,,,,2.1,,1013.6,,India
2021-11-14,18.1,11.6,27.2,,,,0.9,,1012.8,,India
2021-11-15,17.7,11.8,26.2,,,,1.2,,1012.2,,India
2021-11-16,17.5,11.0,26.8,,,,2.0,,1013.0,,India
2021-11-17,17.2,10.8,26.6,,,,0.9,,1015.2,,India
2021-11-18,17.8,11.8,25.8,,,,0.5,,1014.0,,India
2021-11-19,18.3,12.4,25.6,,,,1.1,,1011.7,,India
2021-11-20,18.4,14.8,26.2,,,,1.6,,1011.8,,India
2021-11-21,18.3,12.6,27.2,,,,3.9,,1013.3,,India
2021-11-22,18.3,12.4,27.4,,,,7.4,,1013.1,,India
2021-11-23,17.7,12.4,25.8,,,,4.9,,1012.0,,India
2021-11-24,17.1,10.2,28.0,,,,1.2,,1013.4,,India
2021-11-25,17.5,11.2,26.8,,,,0.7,,1014.5,,India
2021-11-26,17.7,12.0,27.2,,,,1.1,,1014.4,,India
2021-11-27,17.6,11.4,26.6,,,,1.8,,1015.4,,India
2021-11-28,17.8,11.2,26.4,,,,0.8,,1017.1,,India
2021-11-29,17.2,11.6,25.4,,,,5.1,,1017.9,,India
2021-11-30,17.0,11.0,25.4,,,,3.5,,1017.0,,India
2021-12-01,16.8,12.3,23.3,,,,0.8,,1017.5,,India
2021-12-02,16.9,13.6,21.3,,,,2.2,,1017.2,,India
2021-12-03,17.4,14.2,22.4,,,,2.5,,1017.4,,India
2021-12-04,17.9,12.6,25.4,,,,1.6,,1016.3,,India
2021-12-05,17.8,12.8,24.8,,,,1.5,,1016.2,,India
2021-12-06,18.2,14.4,25.6,0.8,,,2.7,,1016.4,,India
2021-12-07,16.9,11.4,24.8,0.0,,,4.2,,1017.6,,India
2021-12-08,15.7,10.8,23.6,,,,2.5,,1017.8,,India
2021-12-09,15.3,9.6,23.4,,,,1.6,,1020.0,,India
2021-12-10,15.5,10.9,23.4,,,,3.2,,1020.3,,India
2021-12-11,14.9,9.8,23.2,,,,3.5,,1019.2,,India
2021-12-12,14.2,7.8,23.2,,,,1.4,,1019.6,,India
2021-12-13,13.8,7.8,21.8,,,,1.2,,1018.6,,India
2021-12-14,14.1,8.5,22.0,,,,1.6,,1017.8,,India
2021-12-15,13.7,9.0,22.0,,,,2.3,,1018.3,,India
2021-12-16,13.7,9.0,20.0,,,,2.7,,1018.8,,India
2021-12-17,13.2,9.6,20.2,,,,5.9,,1020.7,,India
2021-12-18,11.7,7.4,17.4,,,,9.1,,1020.8,,India
2021-12-19,11.4,6.8,18.6,,,,6.6,,1020.5,,India
2021-12-20,10.8,4.4,20.0,,,,3.5,,1019.4,,India
2021-12-21,12.2,5.4,22.2,,,,1.9,,1017.8,,India
2021-12-22,12.9,6.6,23.4,,,,1.5,,1015.4,,India
2021-12-23,13.4,7.2,22.4,,,,1.9,,1014.5,,India
2021-12-24,14.0,7.8,22.6,,,,1.7,,1014.2,,India
2021-12-25,14.2,8.2,23.2,,,,1.1,,1016.1,,India
2021-12-26,14.9,10.8,21.2,,,,2.8,,1017.9,,India
2021-12-27,15.0,10.4,22.4,3.0,,,1.4,,1019.4,,India
2021-12-28,12.9,9.4,22.6,0.0,,,1.8,,1018.8,,India
2021-12-29,13.3,8.4,20.8,4.1,,,2.7,,1019.3,,India
2021-12-30,11.0,3.4,21.2,0.0,,,1.3,,1023.6,,India
2021-12-31,10.8,4.6,18.2,,,,3.3,,1023.7,,India
2022-01-01,11.4,5.6,20.0,,,,2.8,,1022.4,,India
2022-01-02,12.1,6.8,20.2,,,,2.2,,1021.0,,India
2022-01-03,13.2,6.8,20.8,,,,2.6,,1018.9,,India
2022-01-04,15.2,9.2,22.8,,,,1.7,,1017.6,,India
2022-01-05,13.3,10.9,23.2,0.0,,,3.8,,1016.8,,India
2022-01-06,16.2,11.7,20.4,8.9,,,5.4,,1016.8,,India
2022-01-07,17.0,13.5,21.1,0.0,,,8.1,,1016.2,,India
2022-01-08,15.7,14.7,20.3,40.9,,,8.4,,1015.9,,India
2022-01-09,13.6,12.7,16.4,7.9,,,6.1,,1015.6,,India
2022-01-10,12.6,9.8,17.4,5.1,,,4.3,,1018.0,,India
2022-01-11,12.2,6.5,18.1,0.0,,,4.8,,1018.5,,India
2022-01-12,12.2,8.6,17.4,,,,3.8,,1017.6,,India
2022-01-13,11.5,7.0,16.6,,,,1.1,,1017.8,,India
2022-01-14,10.9,6.8,15.6,,,,1.8,,1018.7,,India
2022-01-15,10.6,7.3,15.4,,,,3.4,,1020.1,,India
2022-01-16,11.2,8.5,15.2,,,,3.8,,1020.8,,India
2022-01-17,11.2,8.4,15.0,,,,3.9,,1021.6,,India
2022-01-18,11.1,8.3,15.2,,,,5.6,,1019.6,,India
2022-01-19,12.1,8.4,17.8,,,,3.8,,1016.5,,India
2022-01-20,13.0,10.2,18.2,,,,3.3,,1012.3,,India
2022-01-21,13.0,9.2,19.4,,,,2.8,,1012.3,,India
2022-01-22,13.1,11.5,19.6,5.1,,,9.0,,1007.8,,India
2022-01-23,12.3,10.2,15.2,20.1,,,4.2,,1010.2,,India
2022-01-24,11.0,8.6,14.9,0.0,,,2.8,,1014.2,,India
2022-01-25,10.7,7.3,15.9,,,,5.6,,1015.4,,India
2022-01-26,11.1,6.5,16.2,,,,5.4,,1016.2,,India
2022-01-27,11.9,7.0,18.2,,,,7.2,,1017.3,,India
2022-01-28,12.3,7.6,19.6,,,,9.1,,1017.1,,India
2022-01-29,12.9,6.6,21.8,,,,4.5,,1017.1,,India
2022-01-30,14.2,8.2,21.6,,,,8.8,,1012.7,,India
2022-01-31,14.4,7.4,22.9,,,,3.3,,1011.9,,India
2022-02-01,14.3,8.0,21.2,,,,4.7,,1011.4,,India
2022-02-02,14.4,6.6,21.0,,,,7.1,,1011.0,,India
2022-02-03,13.1,11.0,23.4,0.5,,,11.5,,1007.7,,India
2022-02-04,13.6,10.7,18.0,1.0,,,7.1,,1009.5,,India
2022-02-05,13.5,6.9,20.0,0.0,,,2.4,,1014.0,,India
2022-02-06,13.3,6.0,23.0,,,,2.0,,1016.0,,India
2022-02-07,16.6,9.1,26.0,,,,3.3,,1014.9,,India
2022-02-08,18.2,12.0,26.0,,,,2.3,,1013.1,,India
2022-02-09,16.5,13.0,26.0,17.0,,,5.4,,1015.0,,India
2022-02-10,16.1,9.1,23.0,0.0,,,6.6,,1017.6,,India
2022-02-11,15.0,9.0,22.0,,,,8.8,,1016.2,,India
2022-02-12,15.5,9.0,23.2,,,,6.6,,1014.7,,India
2022-02-13,16.7,8.0,28.0,,,,2.7,,1013.5,,India
2022-02-14,17.2,9.0,27.0,,,,2.8,,1013.5,,India
2022-02-15,17.6,10.0,26.0,,,,2.4,,1013.5,,India
2022-02-16,17.5,10.0,25.6,,,,2.6,,1011.3,,India
2022-02-17,17.8,11.5,27.0,,,,3.2,,1011.1,,India
2022-02-18,18.1,10.0,28.0,,,,3.9,,1012.3,,India
2022-02-19,18.2,12.0,25.0,,,,4.8,,1013.6,,India
2022-02-20,17.7,12.0,24.0,,,,9.7,,1008.4,,India
2022-02-21,17.5,10.0,26.0,,,,5.8,,1008.1,,India
2022-02-22,18.5,10.0,26.2,,,,10.9,,1010.1,,India
2022-02-23,19.3,16.0,24.0,,,,6.6,,1013.8,,India
2022-02-24,19.0,13.0,26.0,,,,3.5,,1015.4,,India
2022-02-25,19.6,13.0,27.2,,,,3.9,,1015.7,,India
2022-02-26,19.2,13.4,27.9,9.9,,,12.0,,1016.9,,India
2022-02-27,19.3,12.1,25.0,1.0,,,4.0,,1018.2,,India
2022-02-28,18.9,11.5,25.2,0.0,,,6.3,,1016.6,,India
2022-03-01,17.8,10.6,25.2,,,,4.0,,1016.8,,India
2022-03-02,18.6,12.0,27.0,,,,3.7,,1016.5,,India
2022-03-03,21.1,14.0,29.0,,,,3.2,,1014.9,,India
2022-03-04,20.4,16.0,25.4,,,,7.3,,1015.8,,India
2022-03-05,20.1,15.0,25.9,,,,9.6,,1014.3,,India
2022-03-06,20.1,13.9,27.2,,,,3.9,,1013.1,,India
2022-03-07,21.4,15.8,28.6,,,,2.8,,1014.3,,India
2022-03-08,22.3,16.6,30.2,,,,4.0,,1013.7,,India
2022-03-09,22.7,15.4,30.8,,,,4.8,,1012.5,,India
2022-03-10,22.9,17.9,29.6,,,,7.1,,1012.3,,India
2022-03-11,23.1,16.2,30.4,,,,6.9,,1012.4,,India
2022-03-12,23.5,16.8,31.0,,,,8.3,,1010.9,,India
2022-03-13,24.2,17.2,31.7,,,,4.9,,1010.4,,India
2022-03-14,25.2,17.8,33.8,,,,3.6,,1009.8,,India
2022-03-15,27.0,19.8,35.6,,,,4.9,,1007.0,,India
2022-03-16,28.2,23.0,35.1,,,,10.1,,1004.5,,India
2022-03-17,28.2,21.0,34.8,,,,3.8,,1005.2,,India
2022-03-18,28.6,22.4,35.3,,,,5.3,,1006.5,,India
2022-03-19,28.4,20.2,36.4,,,,3.3,,1004.7,,India
2022-03-20,29.3,23.4,37.4,,,,3.9,,1003.0,,India
2022-03-21,28.2,21.4,36.2,,,,4.6,,1005.0,,India
2022-03-22,28.0,22.2,34.9,,,,8.9,,1006.0,,India
2022-03-23,28.0,19.6,35.5,,,,5.2,,1006.1,,India
2022-03-24,27.8,22.4,35.1,,,,5.7,,1004.5,,India
2022-03-25,27.1,20.0,35.1,,,,7.3,,1005.7,,India
2022-03-26,27.3,20.1,35.3,,,,12.8,,1007.7,,India
2022-03-27,28.6,21.0,37.0,,,,8.9,,1007.4,,India
2022-03-28,29.3,22.0,39.1,,,,4.7,,1006.3,,India
2022-03-29,29.1,19.2,39.2,,,,5.3,,1004.4,,India
2022-03-30,29.6,20.4,39.1,,,,3.2,,1004.5,,India
2022-03-31,29.7,20.8,38.6,,,,3.7,,1005.2,,India
2022-04-01,29.3,23.0,37.2,,,,6.6,,1005.7,,India
2022-04-02,28.6,18.8,38.2,,,,3.3,,1007.0,,India
2022-04-03,29.1,20.2,38.8,,,,3.9,,1006.4,,India
2022-04-04,29.0,20.0,38.0,,,,7.3,,1006.1,,India
2022-04-05,29.0,19.6,38.2,,,,5.4,,1009.0,,India
2022-04-06,29.5,20.0,38.8,,,,5.7,,1009.0,,India
2022-04-07,30.0,20.0,39.8,,,,5.1,,1008.1,,India
2022-04-08,30.6,20.7,41.2,,,,4.4,,1005.4,,India
2022-04-09,31.4,21.0,41.6,,,,4.6,,1003.4,,India
2022-04-10,32.2,24.5,41.6,,,,5.6,,1002.7,,India
2022-04-11,31.9,23.5,41.8,,,,6.5,,1002.2,,India
2022-04-12,31.5,23.6,39.5,,,,4.9,,1002.3,,India
2022-04-13,31.4,22.4,40.0,,,,4.2,,1001.9,,India
2022-04-14,31.8,25.8,39.1,,,,9.4,,1001.4,,India
2022-04-15,31.3,25.0,38.5,,,,5.2,,1001.4,,India
2022-04-16,31.2,23.2,39.4,,,,3.8,,1001.2,,India
2022-04-17,31.9,23.6,40.0,,,,4.1,,1001.7,,India
2022-04-18,32.6,23.4,41.6,,,,3.3,,1003.3,,India
2022-04-19,33.2,24.2,42.0,,,,8.2,,1005.2,,India
2022-04-20,33.2,25.8,41.0,,,,8.2,,1003.9,,India
2022-04-21,30.6,25.0,37.2,,,,5.8,,1005.2,,India
2022-04-22,30.2,22.8,39.3,0.3,,,4.1,,1006.2,,India
2022-04-23,30.2,20.6,39.5,0.0,,,4.6,,1006.3,,India
2022-04-24,31.4,23.0,38.8,,,,9.2,,1004.5,,India
2022-04-25,32.2,23.6,40.2,,,,10.2,,1003.2,,India
2022-04-26,32.3,25.4,39.8,,,,5.2,,1003.4,,India
2022-04-27,32.6,23.2,41.3,,,,4.9,,1003.1,,India
2022-04-28,33.6,22.5,43.3,,,,5.8,,1002.7,,India
2022-04-29,34.4,26.4,43.4,,,,6.8,,1002.2,,India
2022-04-30,34.3,26.6,43.0,,,,5.1,,999.5,,India
2022-05-01,33.3,26.8,40.0,,,,8.0,,998.9,,India
2022-05-02,33.4,28.4,39.6,,,,9.6,,999.1,,India
2022-05-03,33.2,28.8,38.5,,,,7.4,,1001.6,,India
2022-05-04,31.8,24.0,38.3,,,,8.9,,1004.1,,India
2022-05-05,30.2,23.4,37.8,,,,5.3,,1004.9,,India
2022-05-06,32.0,25.2,38.6,,,,3.8,,1003.8,,India
2022-05-07,31.9,23.8,39.4,0.0,,,3.5,,1003.6,,India
2022-05-08,33.1,26.3,40.1,,,,5.5,,1001.8,,India
2022-05-09,33.5,28.0,39.6,,,,8.8,,1001.4,,India
2022-05-10,33.9,29.0,39.2,,,,7.8,,1001.7,,India
2022-05-11,34.6,29.4,40.4,,,,7.5,,999.8,,India
2022-05-12,35.4,30.0,41.2,,,,7.3,,998.2,,India
2022-05-13,35.1,25.2,42.5,,,,6.7,,995.6,,India
2022-05-14,36.2,28.6,43.8,,,,4.9,,995.4,,India
2022-05-15,36.6,26.8,45.4,,,,6.0,,996.7,,India
2022-05-16,36.0,31.0,41.6,,,,8.9,,997.3,,India
2022-05-17,34.2,28.2,40.4,,,,7.1,,998.3,,India
2022-05-18,35.0,29.5,41.0,,,,5.8,,999.8,,India
2022-05-19,35.2,28.2,42.6,,,,5.2,,999.4,,India
2022-05-20,36.3,29.0,44.2,,,,6.0,,996.8,,India
2022-05-21,33.9,26.6,44.4,0.8,,,10.7,,995.0,,India
2022-05-22,33.5,23.1,42.4,0.8,,,7.6,,994.3,,India
2022-05-23,25.7,17.2,39.3,11.9,,,15.0,,998.4,,India
2022-05-24,27.5,18.9,32.5,15.0,,,8.3,,1003.2,,India
2022-05-25,29.6,23.6,34.4,0.0,,,5.5,,1004.0,,India
2022-05-26,30.6,25.0,36.0,,,,4.6,,1002.0,,India
2022-05-27,31.9,26.0,39.0,,,,9.1,,999.0,,India
2022-05-28,33.5,27.0,40.0,0.0,,,7.1,,997.2,,India
2022-05-29,33.4,26.6,41.0,0.0,,,9.1,,997.5,,India
2022-05-30,31.4,23.8,40.0,0.2,,,8.8,,998.8,,India
2022-05-31,31.9,23.2,39.0,0.0,,,5.3,,998.9,,India
2022-06-01,33.7,25.4,42.0,0.0,,,7.8,,999.4,,India
2022-06-02,34.2,28.0,41.4,0.0,,,6.6,,998.9,,India
2022-06-03,34.6,26.2,43.0,0.0,,,7.6,,998.2,,India
2022-06-04,35.3,26.8,44.0,0.0,,,7.2,,998.4,,India
2022-06-05,35.9,28.8,44.0,0.0,,,11.2,,998.6,,India
2022-06-06,35.6,28.0,43.0,0.0,,,8.5,,998.0,,India
2022-06-07,36.1,28.5,43.0,0.0,,,13.9,,997.3,,India
2022-06-08,36.8,31.6,44.0,0.0,,,14.8,,997.1,,India
2022-06-09,36.2,29.4,44.0,0.0,,,10.8,,996.2,,India
2022-06-10,36.7,31.4,43.0,0.0,,,14.7,,996.9,,India
2022-06-11,36.9,31.4,44.0,0.0,,,15.5,,997.3,,India
2022-06-12,37.2,31.1,43.0,0.0,,,12.4,,998.5,,India
2022-06-13,37.0,31.6,43.0,0.0,,,15.1,,1000.2,,India
2022-06-14,35.4,32.2,39.4,0.0,,,15.8,,999.7,,India
2022-06-15,35.9,30.6,42.0,0.0,,,15.2,,997.9,,India
2022-06-16,34.1,23.8,42.2,2.0,,,10.4,,998.8,,India
2022-06-17,28.4,22.8,40.2,7.1,,,8.3,,1000.0,,India
2022-06-18,29.3,24.4,36.7,13.0,,,7.6,,1001.2,,India
2022-06-19,27.8,24.5,32.7,1.0,,,5.6,,1000.5,,India
2022-06-20,29.8,23.6,32.8,0.0,,,5.8,,999.0,,India
2022-06-21,29.1,26.0,34.0,1.5,,,6.5,,998.1,,India
2022-06-22,30.3,26.0,35.6,1.3,,,6.6,,1002.3,,India
2022-06-23,32.3,26.6,37.0,0.0,,,6.2,,1002.7,,India
2022-06-24,33.2,27.8,38.6,0.0,,,5.4,,1000.5,,India
2022-06-25,32.9,25.8,39.6,0.0,,,4.0,,997.8,,India
2022-06-26,34.2,29.2,40.0,0.0,,,8.3,,998.4,,India
2022-06-27,35.4,30.9,40.2,0.0,,,8.8,,999.5,,India
2022-06-28,35.6,31.4,40.4,0.0,,,6.1,,996.8,,India
2022-06-29,34.9,30.0,40.4,0.0,,,9.1,,994.2,,India
2022-06-30,26.7,24.8,40.9,0.0,,,7.9,,997.6,,India
2022-07-01,28.5,23.0,31.9,117.1,,,5.0,,998.4,,India
2022-07-02,30.7,26.2,34.4,2.0,,,5.3,,997.0,,India
2022-07-03,31.1,26.2,35.7,0.0,,,6.3,,997.8,,India
2022-07-04,32.6,27.4,36.8,0.0,,,4.1,,997.4,,India
2022-07-05,33.8,29.0,37.9,0.5,,,5.5,,997.0,,India
2022-07-06,34.2,29.4,38.6,0.0,,,8.3,,999.3,,India
2022-07-07,34.1,31.1,37.6,0.3,,,8.5,,1001.3,,India
2022-07-08,34.3,30.6,38.0,2.7,,,7.6,,998.9,,India
2022-07-09,32.1,28.6,36.3,4.4,,,7.7,,997.3,,India
2022-07-10,30.7,28.0,33.8,1.4,,,6.8,,998.8,,India
2022-07-11,31.9,28.4,36.2,0.1,,,3.5,,999.2,,India
2022-07-12,30.3,28.0,33.0,4.3,,,4.2,,999.1,,India
2022-07-13,31.1,28.0,35.6,2.2,,,4.3,,997.1,,India
2022-07-14,32.2,28.4,38.4,0.0,,,6.1,,996.6,,India
2022-07-15,33.2,27.5,38.6,0.0,,,8.8,,998.1,,India
2022-07-16,29.8,25.4,35.5,15.3,,,7.2,,999.4,,India
2022-07-17,29.6,25.8,34.0,9.7,,,4.7,,1001.3,,India
2022-07-18,32.8,28.8,37.2,3.4,,,2.9,,1000.0,,India
2022-07-19,32.1,28.8,36.0,2.2,,,5.3,,998.6,,India
2022-07-20,29.6,25.4,33.7,14.7,,,5.5,,998.8,,India
2022-07-21,28.7,25.8,32.6,21.2,,,2.4,,1000.9,,India
2022-07-22,29.3,27.0,33.8,0.3,,,4.7,,1002.2,,India
2022-07-23,30.1,25.5,34.9,8.9,,,7.8,,1000.9,,India
2022-07-24,30.6,27.1,35.7,0.0,,,8.4,,1000.5,,India
2022-07-25,30.7,26.8,35.7,0.0,,,9.0,,1002.6,,India
2022-07-26,30.3,26.4,35.2,2.0,,,9.0,,1003.9,,India
2022-07-27,30.2,26.7,34.6,0.0,,,6.1,,1003.7,,India
2022-07-28,28.7,26.6,31.2,24.5,,,3.8,,1004.6,,India
2022-07-29,28.1,26.0,31.8,14.8,,,4.9,,1004.4,,India
2022-07-30,28.1,24.5,32.5,20.1,,,4.4,,1002.7,,India
2022-07-31,28.7,24.6,32.5,13.0,,,4.2,,1000.1,,India
2022-08-01,29.8,25.6,33.6,1.0,,,5.2,,1000.0,,India
2022-08-02,31.6,25.8,35.7,0.0,,,6.3,,999.4,,India
2022-08-03,30.9,29.3,33.3,0.5,,,3.2,,1000.4,,India
2022-08-04,29.9,28.0,34.0,9.0,,,4.2,,1001.5,,India
2022-08-05,28.2,26.5,34.6,0.8,,,4.6,,1000.3,,India
2022-08-06,30.5,26.3,33.5,8.9,,,3.1,,998.3,,India
2022-08-07,27.5,26.4,33.5,0.0,,,4.3,,998.3,,India
2022-08-08,30.9,25.1,35.2,3.0,,,3.2,,997.8,,India
2022-08-09,32.7,27.6,36.8,0.0,,,4.9,,997.4,,India
2022-08-10,33.0,29.4,37.1,0.0,,,7.0,,996.2,,India
2022-08-11,30.2,28.0,33.6,3.5,,,10.5,,998.2,,India
2022-08-12,32.1,26.4,37.2,0.0,,,9.4,,998.5,,India
2022-08-13,31.4,27.4,37.2,0.0,,,6.6,,998.2,,India
2022-08-14,29.6,27.2,32.7,8.9,,,4.9,,1000.6,,India
2022-08-15,29.5,26.6,33.6,6.1,,,8.5,,1002.0,,India
2022-08-16,29.0,27.0,34.9,0.0,,,12.4,,1000.7,,India
2022-08-17,29.9,24.6,34.4,2.0,,,11.0,,1001.7,,India
2022-08-18,31.4,24.6,35.3,0.0,,,6.9,,1000.8,,India
2022-08-19,31.5,28.6,34.8,0.0,,,8.9,,1000.6,,India
2022-08-20,29.9,27.5,35.7,0.0,,,3.9,,1001.9,,India
2022-08-21,31.1,26.6,35.1,7.1,,,3.8,,1000.2,,India
2022-08-22,32.1,27.6,36.1,0.0,,,6.4,,998.4,,India
2022-08-23,31.1,28.8,34.2,0.6,,,13.0,,999.5,,India
2022-08-24,29.5,27.2,32.4,1.9,,,8.7,,1003.8,,India
2022-08-25,29.7,26.4,32.8,0.7,,,3.8,,1003.5,,India
2022-08-26,30.7,27.4,34.2,0.5,,,5.8,,1002.7,,India
2022-08-27,31.2,28.6,34.6,0.9,,,9.7,,1001.8,,India
2022-08-28,30.8,27.0,34.3,0.2,,,8.6,,1002.2,,India
2022-08-29,30.3,26.6,35.0,0.2,,,4.3,,1005.9,,India
2022-08-30,29.9,26.0,34.0,0.0,,,2.9,,1006.7,,India
2022-08-31,31.7,27.6,37.0,0.3,,,5.8,,1004.1,,India
2022-09-01,32.0,28.2,36.6,0.0,,,4.5,,1003.5,,India
2022-09-02,31.5,28.0,35.3,0.0,,,4.4,,1005.0,,India
2022-09-03,32.0,28.4,36.6,0.0,,,7.2,,1002.8,,India
2022-09-04,32.2,28.6,36.2,0.0,,,8.1,,1001.2,,India
2022-09-05,31.9,28.0,36.6,0.0,,,5.9,,1003.0,,India
2022-09-06,31.5,27.8,35.6,0.0,,,5.9,,1004.3,,India
2022-09-07,31.8,27.4,36.4,0.0,,,3.2,,1005.7,,India
2022-09-08,32.2,28.0,36.2,0.0,,,2.8,,1006.5,,India
2022-09-09,32.0,27.6,36.4,0.0,,,4.4,,1006.1,,India
2022-09-10,31.8,28.8,35.8,0.3,,,6.0,,1005.1,,India
2022-09-11,31.7,28.2,35.6,0.4,,,6.1,,1003.1,,India
2022-09-12,31.8,28.6,36.8,0.3,,,6.9,,1001.5,,India
2022-09-13,30.1,23.8,37.3,8.9,,,8.9,,1002.2,,India
2022-09-14,27.8,26.2,35.4,0.0,,,10.0,,1003.1,,India
2022-09-15,26.6,24.2,33.6,13.0,,,9.0,,1001.6,,India
2022-09-16,24.9,22.5,31.7,4.1,,,3.8,,999.4,,India
2022-09-17,28.8,22.3,33.2,10.9,,,4.4,,1000.9,,India
2022-09-18,29.2,23.8,33.8,0.0,,,3.2,,1004.0,,India
2022-09-19,29.3,26.2,34.0,0.0,,,3.1,,1004.4,,India
2022-09-20,28.9,25.8,33.6,0.6,,,3.0,,1004.4,,India
2022-09-21,28.1,25.2,32.3,13.6,,,3.0,,1004.4,,India
2022-09-22,26.4,24.4,29.4,26.7,,,6.1,,1004.1,,India
2022-09-23,25.8,24.2,28.3,38.1,,,6.5,,1003.1,,India
2022-09-24,25.3,24.2,26.7,44.4,,,8.6,,1001.6,,India
2022-09-25,27.1,24.4,30.4,0.0,,,5.7,,1003.7,,India
2022-09-26,28.1,24.6,32.4,0.2,,,3.3,,1007.5,,India
2022-09-27,28.6,24.2,33.2,0.0,,,4.0,,1006.3,,India
2022-09-28,29.3,25.1,33.6,0.0,,,3.9,,1005.0,,India
2022-09-29,29.0,24.7,33.4,0.0,,,3.6,,1005.0,,India
2022-09-30,28.8,24.7,34.0,0.0,,,3.1,,1005.4,,India
2022-10-01,28.8,25.0,33.7,0.0,,,3.6,,1004.6,,India
2022-10-02,29.0,24.5,35.0,0.0,,,4.5,,1004.7,,India
2022-10-03,28.9,24.2,34.2,0.0,,,6.8,,1005.7,,India
2022-10-04,28.7,23.8,34.0,0.0,,,3.6,,1007.4,,India
2022-10-05,28.6,25.0,33.4,2.2,,,2.9,,1006.9,,India
2022-10-06,27.2,24.8,31.1,0.4,,,7.1,,1007.7,,India
2022-10-07,24.8,21.8,31.0,0.3,,,8.2,,1008.9,,India
2022-10-08,22.4,20.8,27.1,24.9,,,9.8,,1009.7,,India
2022-10-09,22.0,19.3,26.5,73.9,,,9.2,,1009.2,,India
2022-10-10,22.1,19.2,24.1,22.1,,,6.2,,1010.3,,India
2022-10-11,25.0,20.5,30.1,7.1,,,1.1,,1009.3,,India
2022-10-12,25.0,20.2,30.1,0.5,,,2.5,,1010.2,,India
2022-10-13,24.7,18.5,31.0,0.0,,,3.1,,1011.4,,India
2022-10-14,25.3,20.7,31.2,0.0,,,4.1,,1011.3,,India
