date,city,tavg,tmin,tmax,prcp
2022-04-11,Antananarivo,17.5,13.4,22.9,0.3
2022-04-12,Antananarivo,17.3,12.9,22.5,0.0
2022-04-13,Antananarivo,18.2,14.8,22.7,1.3
2022-04-14,Antananarivo,19.6,17.2,24.1,0.7
2022-04-15,Antananarivo,20.1,17.4,25.3,0.3
2022-04-16,Antananarivo,20.2,17.9,24.3,0.6
2022-04-17,Antananarivo,19.5,16.1,24.7,0.1
2022-04-18,Antananarivo,19.8,16.1,25.4,0.0
2022-04-19,Antananarivo,20.2,16.2,25.8,0.0
2022-04-20,Antananarivo,19.7,14.4,25.0,0.2
2022-04-21,Antananarivo,20.2,17.7,24.1,0.9
2022-04-22,Antananarivo,19.5,17.6,24.0,3.2
2022-04-23,Antananarivo,19.4,17.6,23.3,3.3
2022-04-24,Antananarivo,18.8,15.3,23.4,1.8
2022-04-25,Antananarivo,17.5,14.5,22.1,0.6
2022-04-26,Antananarivo,17.9,12.0,23.7,0.0
2022-04-27,Antananarivo,19.7,16.3,25.6,0.1
2022-04-28,Antananarivo,18.3,14.7,23.9,0.0
2022-04-29,Antananarivo,17.1,12.7,23.1,0.0
2022-04-30,Antananarivo,18.3,14.0,24.6,0.4
2022-05-01,Antananarivo,18.4,13.1,24.8,0.0
2022-05-02,Antananarivo,19.2,16.4,23.6,0.2
2022-05-03,Antananarivo,18.5,15.9,23.2,0.1
2022-05-04,Antananarivo,17.9,15.6,22.2,0.6
2022-05-05,Antananarivo,17.3,12.7,22.3,0.0
2022-05-06,Antananarivo,18.6,16.3,22.4,0.9
2022-05-07,Antananarivo,19.5,17.0,23.6,0.9
2022-05-08,Antananarivo,19.5,16.5,24.5,0.1
2022-05-09,Antananarivo,19.3,15.7,25.0,0.0
2022-05-10,Antananarivo,17.3,12.5,23.7,0.0
2022-05-11,Antananarivo,15.7,8.1,23.4,0.0
2022-05-12,Antananarivo,16.9,11.4,22.9,0.0
2022-05-13,Antananarivo,16.9,13.4,22.7,0.0
2022-05-14,Antananarivo,16.7,13.7,21.7,0.1
2022-05-15,Antananarivo,16.9,12.9,22.6,0.0
2022-05-16,Antananarivo,16.0,11.3,21.7,0.0
2022-05-17,Antananarivo,16.4,13.6,20.5,0.2
2022-05-18,Antananarivo,15.8,12.7,21.0,0.0
2022-05-19,Antananarivo,16.3,13.4,20.5,0.0
2022-05-20,Antananarivo,15.3,9.8,20.6,0.0
2022-05-21,Antananarivo,16.9,12.4,22.9,0.0
2022-05-22,Antananarivo,15.8,10.4,22.4,0.0
2022-05-23,Antananarivo,17.1,13.6,21.6,0.0
2022-05-24,Antananarivo,16.5,10.8,23.4,0.0
2022-05-25,Antananarivo,17.4,12.7,24.1,0.0
2022-05-28,Antananarivo,17.0,13.8,22.1,0.0
2022-05-29,Antananarivo,15.8,13.0,19.7,0.0
2022-05-30,Antananarivo,15.3,12.5,20.2,0.0
2022-05-31,Antananarivo,14.2,9.0,19.6,0.0
2022-06-01,Antananarivo,14.8,10.1,21.4,0.0
2022-06-02,Antananarivo,13.7,7.7,21.1,0.0
2022-06-03,Antananarivo,14.5,10.0,19.3,0.0
2022-06-04,Antananarivo,15.2,11.7,20.2,0.0
2022-06-05,Antananarivo,15.0,12.6,18.6,0.2
2022-06-06,Antananarivo,15.5,12.1,19.7,0.8
2022-06-07,Antananarivo,15.9,12.6,21.0,0.0
2022-06-08,Antananarivo,15.5,11.7,20.9,0.0
2022-06-09,Antananarivo,15.4,12.6,19.7,0.9
2022-06-10,Antananarivo,15.3,10.8,20.6,0.0
2022-06-11,Antananarivo,15.0,11.4,20.3,0.2
2022-06-12,Antananarivo,14.3,10.0,18.8,0.3
2022-06-13,Antananarivo,13.8,8.7,18.7,0.9
2022-06-14,Antananarivo,15.3,10.0,20.8,1.7
2022-06-15,Antananarivo,16.5,13.8,21.8,1.6
2022-06-16,Antananarivo,16.5,12.1,21.9,2.5
2022-06-17,Antananarivo,15.0,8.9,21.6,0.0
2022-06-18,Antananarivo,16.4,13.9,21.2,0.0
2022-06-19,Antananarivo,15.7,12.5,20.2,0.0
2022-06-20,Antananarivo,15.6,12.6,21.4,0.0
2022-06-21,Antananarivo,13.8,10.0,18.7,0.0
2022-06-22,Antananarivo,13.1,9.5,17.5,0.0
2022-06-23,Antananarivo,12.8,7.8,16.8,0.3
2022-06-24,Antananarivo,12.9,8.8,16.4,0.0
2022-06-25,Antananarivo,11.9,7.2,17.4,0.5
2022-06-26,Antananarivo,12.7,7.5,18.7,0.0
2022-06-27,Antananarivo,14.4,10.5,19.5,0.0
2022-06-28,Antananarivo,12.1,9.2,15.9,0.0
2022-06-29,Antananarivo,12.5,9.5,16.8,0.0
2022-06-30,Antananarivo,13.7,10.8,17.5,0.0
2022-07-01,Antananarivo,13.4,10.8,17.7,0.0
2022-07-02,Antananarivo,12.7,10.0,17.4,0.0
2022-07-03,Antananarivo,12.9,9.7,16.2,0.0
2022-07-04,Antananarivo,13.6,9.3,18.8,0.0
2022-07-05,Antananarivo,14.7,11.0,19.2,0.7
2022-07-06,Antananarivo,13.1,6.7,20.6,0.0
2022-07-07,Antananarivo,13.2,8.9,17.8,0.0
2022-07-08,Antananarivo,14.2,11.3,18.5,0.0
2022-07-09,Antananarivo,13.5,10.5,17.3,0.2
2022-07-10,Antananarivo,13.4,10.9,17.2,0.0
2022-07-11,Antananarivo,13.2,9.6,18.1,0.0
2022-07-12,Antananarivo,13.9,11.3,18.7,0.0
2022-07-13,Antananarivo,14.1,10.6,19.4,0.3
2022-07-14,Antananarivo,15.0,10.9,21.4,0.0
2022-07-15,Antananarivo,14.1,8.9,19.6,0.0
2022-07-16,Antananarivo,13.7,9.4,17.8,0.2
2022-07-17,Antananarivo,13.6,10.6,17.6,0.0
2022-07-18,Antananarivo,13.6,10.8,17.8,0.1
2022-07-19,Antananarivo,13.6,10.7,18.0,0.2
2022-07-20,Antananarivo,13.4,10.8,17.0,0.2
2022-07-21,Antananarivo,13.0,10.3,16.4,0.1
2022-07-22,Antananarivo,12.7,9.0,17.6,0.0
2022-07-23,Antananarivo,13.6,10.3,18.1,0.3
2022-07-24,Antananarivo,14.3,11.4,19.2,0.0
2022-07-25,Antananarivo,14.2,8.8,19.7,0.0
2022-07-26,Antananarivo,14.9,10.2,20.8,0.0
2022-07-27,Antananarivo,14.9,10.0,20.1,0.0
2022-07-28,Antananarivo,14.2,7.5,22.5,0.0
2022-07-29,Antananarivo,14.7,12.7,17.7,0.0
2022-07-30,Antananarivo,15.1,12.5,19.6,0.1
2022-07-31,Antananarivo,14.7,9.3,20.4,0.0
2022-08-01,Antananarivo,15.2,10.2,21.5,0.0
2022-08-02,Antananarivo,14.9,10.6,20.5,0.0
2022-08-03,Antananarivo,14.5,10.9,19.6,0.2
2022-08-04,Antananarivo,14.7,11.3,20.0,0.0
2022-08-05,Antananarivo,14.3,8.2,21.1,0.0
2022-08-06,Antananarivo,14.3,8.4,22.6,0.0
2022-08-07,Antananarivo,13.9,7.8,21.2,0.0
2022-08-08,Antananarivo,13.2,6.6,20.0,0.0
2022-08-09,Antananarivo,13.4,8.9,17.6,0.0
2022-08-10,Antananarivo,13.4,8.9,19.0,0.7
2022-08-11,Antananarivo,13.0,9.7,17.4,0.0
2022-08-12,Antananarivo,13.8,10.4,18.6,0.0
2022-08-13,Antananarivo,13.5,8.0,19.8,0.0
2022-08-14,Antananarivo,14.1,8.5,20.0,0.0
2022-08-15,Antananarivo,14.7,7.8,21.8,0.0
2022-08-16,Antananarivo,16.9,11.4,25.3,0.0
2022-08-17,Antananarivo,16.8,11.1,23.1,0.0
2022-08-18,Antananarivo,16.6,10.5,24.2,0.0
2022-08-19,Antananarivo,15.1,8.7,23.3,0.0
2022-08-20,Antananarivo,15.5,9.0,23.4,0.0
2022-08-21,Antananarivo,16.3,9.0,25.5,0.0
2022-08-22,Antananarivo,15.3,10.7,20.3,0.0
2022-08-23,Antananarivo,14.4,8.0,21.7,0.0
2022-08-24,Antananarivo,14.1,9.8,19.7,0.3
2022-08-25,Antananarivo,13.7,10.0,19.7,0.0
2022-08-26,Antananarivo,13.6,8.6,18.9,0.1
2022-08-27,Antananarivo,13.7,9.2,19.4,0.0
2022-08-28,Antananarivo,14.3,9.8,20.2,0.0
2022-08-29,Antananarivo,16.2,8.7,24.9,0.0
2022-08-30,Antananarivo,18.2,13.1,25.5,0.0
2022-08-31,Antananarivo,18.6,13.5,26.0,0.0
2022-09-01,Antananarivo,15.0,10.0,22.2,0.0
2022-09-02,Antananarivo,14.7,9.4,22.3,0.0
2022-09-03,Antananarivo,15.6,11.9,22.7,0.0
2022-09-04,Antananarivo,14.9,11.2,21.3,0.0
2022-09-05,Antananarivo,14.5,10.9,18.8,0.1
2022-09-06,Antananarivo,15.2,12.3,20.6,0.7
2022-09-07,Antananarivo,15.4,8.6,22.2,0.0
2022-09-08,Antananarivo,15.4,11.1,21.9,0.0
2022-09-09,Antananarivo,15.3,11.1,22.6,0.0
2022-09-10,Antananarivo,15.4,8.7,22.0,0.0
2022-09-11,Antananarivo,16.6,11.6,22.9,0.0
2022-09-12,Antananarivo,15.4,10.2,22.1,0.0
2022-09-13,Antananarivo,15.5,6.9,25.3,0.0
2022-09-14,Antananarivo,15.6,10.9,22.0,0.0
2022-09-15,Antananarivo,14.2,9.0,19.8,0.0
2022-09-16,Antananarivo,15.2,10.9,21.1,0.0
2022-09-17,Antananarivo,14.9,9.3,21.9,0.0
2022-09-18,Antananarivo,16.2,11.2,22.3,0.0
2022-09-19,Antananarivo,16.1,12.7,21.7,0.0
2022-09-20,Antananarivo,15.7,10.8,21.7,0.5
2022-09-21,Antananarivo,15.7,11.6,20.6,0.0
2022-09-22,Antananarivo,16.0,11.8,21.4,0.8
2022-09-23,Antananarivo,15.9,10.3,23.3,0.0
2022-09-24,Antananarivo,16.7,12.0,24.1,0.0
2022-09-25,Antananarivo,16.4,11.1,23.1,0.0
2022-09-26,Antananarivo,16.5,12.4,22.4,0.0
2022-09-27,Antananarivo,16.0,10.0,23.8,0.0
2022-09-28,Antananarivo,15.5,10.0,22.7,0.0
2022-09-29,Antananarivo,15.5,9.9,22.0,0.0
2022-09-30,Antananarivo,16.6,11.6,24.2,0.0
2022-10-01,Antananarivo,16.8,9.6,25.7,0.0
2022-10-02,Antananarivo,17.5,10.6,26.2,0.0
2022-10-03,Antananarivo,18.8,11.7,28.0,0.0
2022-10-04,Antananarivo,18.8,9.8,28.4,0.0
2022-10-05,Antananarivo,18.6,9.3,28.6,0.0
2022-10-06,Antananarivo,17.8,9.5,27.1,0.0
2022-10-07,Antananarivo,17.7,11.1,25.9,0.0
2022-10-08,Antananarivo,17.1,10.6,25.6,0.0
2022-10-09,Antananarivo,16.5,11.1,24.0,0.0
2022-10-10,Antananarivo,17.0,9.0,26.0,0.0
2022-10-11,Antananarivo,17.6,8.2,26.9,0.0
2022-10-12,Antananarivo,17.0,9.8,24.9,0.0
2022-10-13,Antananarivo,17.4,10.9,24.7,0.0
2022-10-14,Antananarivo,16.6,11.3,22.8,0.0
2022-10-15,Antananarivo,16.6,10.4,23.5,0.0
2022-10-16,Antananarivo,18.1,10.0,27.4,0.0
2022-10-17,Antananarivo,18.5,13.5,26.0,0.0
2022-10-18,Antananarivo,17.4,10.6,25.2,0.0
2022-10-19,Antananarivo,17.6,11.3,25.1,0.0
2022-10-20,Antananarivo,18.3,14.0,25.1,0.0
2022-10-21,Antananarivo,19.1,14.1,25.7,0.0
2022-10-22,Antananarivo,19.9,13.3,28.8,0.2
2022-10-23,Antananarivo,20.1,12.9,29.7,1.1
2022-10-24,Antananarivo,20.6,14.3,28.9,0.0
2022-10-25,Antananarivo,20.2,15.5,28.3,11.9
2022-10-26,Antananarivo,20.7,15.7,27.8,0.0
2022-10-27,Antananarivo,20.7,14.7,28.1,0.0
2022-10-28,Antananarivo,19.7,14.3,28.3,4.1
2022-10-29,Antananarivo,19.4,15.0,28.1,18.2
2022-10-30,Antananarivo,18.7,15.4,24.3,1.4
2022-10-31,Antananarivo,18.3,12.2,24.6,0.0
2022-11-01,Antananarivo,19.2,14.7,25.9,0.0
2022-11-02,Antananarivo,20.0,15.8,26.2,0.0
2022-11-03,Antananarivo,19.4,15.2,26.9,15.2
2022-11-04,Antananarivo,18.7,14.2,25.7,13.5
2022-11-05,Antananarivo,19.5,14.9,27.0,0.5
2022-11-06,Antananarivo,19.9,14.2,26.7,0.0
2022-11-07,Antananarivo,20.0,14.7,26.3,0.0
2022-11-08,Antananarivo,19.3,14.0,26.8,0.0
2022-11-09,Antananarivo,19.1,12.5,26.5,2.4
2022-11-10,Antananarivo,19.7,14.0,26.4,0.0
2022-11-11,Antananarivo,20.2,14.5,27.5,0.0
2022-11-12,Antananarivo,19.9,13.9,26.8,0.3
2022-11-13,Antananarivo,20.0,14.3,27.0,0.2
2022-11-14,Antananarivo,20.7,15.9,27.5,0.3
2022-11-15,Antananarivo,20.4,16.6,26.4,0.4
2022-11-16,Antananarivo,19.6,16.6,25.8,14.9
2022-11-17,Antananarivo,19.1,15.9,25.5,14.0
2022-11-18,Antananarivo,18.8,14.5,25.9,3.6
2022-11-19,Antananarivo,20.2,14.1,26.9,0.3
2022-11-20,Antananarivo,19.7,15.6,26.1,6.8
2022-11-21,Antananarivo,20.3,15.6,26.9,2.4
2022-11-22,Antananarivo,18.4,15.1,24.1,9.9
2022-11-23,Antananarivo,17.8,14.0,23.6,4.7
2022-11-24,Antananarivo,18.5,14.9,24.6,1.9
2022-11-25,Antananarivo,18.9,14.0,25.0,0.0
2022-11-26,Antananarivo,18.7,12.9,25.4,0.0
2022-11-27,Antananarivo,19.2,12.8,26.0,0.0
2022-11-28,Antananarivo,20.3,13.4,27.7,0.1
2022-11-29,Antananarivo,19.6,13.9,27.5,17.4
2022-11-30,Antananarivo,19.0,15.3,26.3,19.9
2022-12-01,Antananarivo,19.4,15.0,26.1,12.9
2022-12-02,Antananarivo,20.5,15.7,27.0,3.7
2022-12-03,Antananarivo,19.7,14.9,26.3,8.0
2022-12-04,Antananarivo,19.9,16.9,26.2,17.2
2022-12-05,Antananarivo,19.4,13.7,25.1,3.8
2022-12-06,Antananarivo,19.0,13.2,25.4,0.0
2022-12-07,Antananarivo,19.0,13.2,25.2,0.0
2022-12-08,Antananarivo,19.7,16.1,25.5,0.0
2022-12-09,Antananarivo,18.6,12.7,25.6,3.0
2022-12-10,Antananarivo,19.4,15.9,24.6,2.5
2022-12-11,Antananarivo,19.3,13.8,25.8,2.9
2022-12-12,Antananarivo,19.6,16.7,25.8,7.5
2022-12-13,Antananarivo,18.9,16.2,24.8,8.4
2022-12-14,Antananarivo,18.3,14.4,24.7,10.9
2022-12-15,Antananarivo,18.6,13.7,25.7,11.8
2022-12-16,Antananarivo,19.1,15.4,25.0,14.8
2022-12-17,Antananarivo,19.6,16.1,25.8,13.8
2022-12-18,Antananarivo,19.8,16.6,25.8,22.5
2022-12-19,Antananarivo,20.1,16.0,26.2,8.9
2022-12-20,Antananarivo,20.0,16.5,26.7,9.3
2022-12-21,Antananarivo,19.9,16.7,26.4,18.5
2022-12-22,Antananarivo,19.9,16.3,25.5,6.8
2022-12-23,Antananarivo,20.1,15.5,25.8,0.4
2022-12-24,Antananarivo,19.8,16.9,24.9,9.6
2022-12-25,Antananarivo,19.5,16.5,24.8,15.3
2022-12-26,Antananarivo,19.3,16.0,24.2,26.3
2022-12-27,Antananarivo,20.1,16.0,26.4,6.3
2022-12-28,Antananarivo,20.3,15.4,25.2,5.6
2022-12-29,Antananarivo,20.2,15.5,26.1,0.4
2022-12-30,Antananarivo,20.5,15.7,27.0,0.3
2022-12-31,Antananarivo,20.6,16.6,26.2,2.4
2023-01-01,Antananarivo,20.1,16.3,26.2,7.7
2023-01-02,Antananarivo,20.1,15.8,26.5,7.3
2023-01-03,Antananarivo,20.3,15.2,25.9,0.0
2023-01-04,Antananarivo,20.0,16.1,25.1,16.4
2023-01-05,Antananarivo,19.9,16.2,26.0,1.3
2023-01-06,Antananarivo,20.2,15.3,25.5,0.2
2023-01-07,Antananarivo,20.9,16.0,26.2,0.0
2023-01-08,Antananarivo,20.7,17.1,26.5,11.4
2023-01-09,Antananarivo,20.6,17.1,27.1,17.2
2023-01-10,Antananarivo,19.9,16.7,24.9,17.1
2023-01-11,Antananarivo,19.9,16.8,25.8,26.3
2023-01-12,Antananarivo,19.1,17.4,22.3,43.3
2023-01-13,Antananarivo,19.3,17.0,23.4,24.3
2023-01-14,Antananarivo,19.7,17.0,24.1,3.1
2023-01-15,Antananarivo,19.4,16.9,23.3,5.0
2023-01-16,Antananarivo,19.0,14.4,24.8,1.9
2023-01-17,Antananarivo,19.4,16.1,23.7,4.7
2023-01-18,Antananarivo,19.1,15.6,23.7,0.0
2023-01-19,Antananarivo,19.0,16.7,23.0,16.6
2023-01-20,Antananarivo,18.9,18.0,20.6,44.6
2023-01-21,Antananarivo,18.5,17.6,20.3,35.2
2023-01-22,Antananarivo,17.9,17.1,19.0,61.7
2023-01-23,Antananarivo,18.5,17.1,20.3,30.5
2023-01-24,Antananarivo,19.3,17.4,24.3,47.3
2023-01-25,Antananarivo,19.9,17.3,24.8,1.4
2023-01-26,Antananarivo,18.9,17.3,20.9,19.8
2023-01-27,Antananarivo,20.2,17.7,25.5,4.1
2023-01-28,Antananarivo,20.9,17.8,25.9,4.3
2023-01-29,Antananarivo,21.4,17.6,26.5,0.1
2023-01-30,Antananarivo,20.4,15.4,27.6,10.8
2023-01-31,Antananarivo,20.7,17.6,26.6,9.2
2023-02-01,Antananarivo,19.8,17.9,24.2,14.1
2023-02-02,Antananarivo,20.1,17.0,26.2,7.6
2023-02-03,Antananarivo,19.4,14.5,26.0,12.4
2023-02-04,Antananarivo,20.0,17.5,25.3,10.6
2023-02-05,Antananarivo,19.2,16.5,23.0,4.2
2023-02-06,Antananarivo,19.2,15.7,24.1,10.6
2023-02-07,Antananarivo,19.7,16.7,23.7,1.7
2023-02-08,Antananarivo,20.1,17.1,24.6,1.6
2023-02-09,Antananarivo,20.0,17.3,24.8,0.7
2023-02-10,Antananarivo,19.5,15.8,24.1,0.0
2023-02-11,Antananarivo,20.6,17.0,25.7,0.0
2023-02-12,Antananarivo,20.4,15.0,26.0,0.0
2023-02-13,Antananarivo,19.8,14.2,25.9,0.0
2023-02-14,Antananarivo,18.4,13.1,24.2,6.3
2023-02-15,Antananarivo,19.6,14.1,26.6,0.2
2023-02-16,Antananarivo,19.9,17.0,25.3,27.2
2023-02-17,Antananarivo,19.9,16.6,25.8,11.8
2023-02-18,Antananarivo,20.4,16.6,27.0,6.4
2023-02-19,Antananarivo,21.7,17.7,27.4,0.1
2023-02-20,Antananarivo,20.9,17.0,26.4,0.0
2023-02-21,Antananarivo,19.9,15.5,25.9,7.8
2023-02-22,Antananarivo,21.6,18.4,26.8,5.8
2023-02-23,Antananarivo,19.8,16.2,24.4,13.6
2023-02-24,Antananarivo,20.4,16.4,25.5,0.1
2023-02-25,Antananarivo,19.7,13.3,25.9,0.0
2023-02-26,Antananarivo,20.0,14.4,25.8,0.0
2023-02-27,Antananarivo,19.7,14.0,25.8,0.2
2023-02-28,Antananarivo,19.8,15.7,25.7,2.4
2023-03-01,Antananarivo,19.5,15.7,26.0,18.4
2023-03-02,Antananarivo,19.6,16.2,25.8,7.2
2023-03-03,Antananarivo,19.6,16.3,25.7,24.1
2023-03-04,Antananarivo,20.1,16.9,25.9,6.9
2023-03-05,Antananarivo,19.7,17.8,23.0,9.5
2023-03-06,Antananarivo,20.3,17.8,24.6,4.0
2023-03-07,Antananarivo,20.7,16.9,25.7,3.2
2023-03-08,Antananarivo,20.6,17.5,25.7,0.4
2023-03-09,Antananarivo,19.7,15.6,25.3,33.6
2023-03-10,Antananarivo,18.9,17.5,23.7,37.8
2023-03-11,Antananarivo,19.1,16.2,24.0,8.7
2023-03-12,Antananarivo,19.3,16.6,24.9,8.5
2023-03-13,Antananarivo,18.6,14.9,24.0,3.9
2023-03-14,Antananarivo,19.4,15.9,25.1,0.0
2023-03-15,Antananarivo,19.3,16.6,23.5,1.6
2023-03-16,Antananarivo,19.8,16.0,26.0,6.4
2023-03-17,Antananarivo,20.0,15.7,26.1,0.6
2023-03-18,Antananarivo,19.9,15.1,27.0,3.4
2023-03-19,Antananarivo,19.8,16.2,25.3,11.9
2023-03-20,Antananarivo,20.1,17.8,26.1,21.9
2023-03-21,Antananarivo,19.8,17.4,24.3,11.5
2023-03-22,Antananarivo,19.5,16.6,25.2,11.8
2023-03-23,Antananarivo,19.8,16.3,24.4,4.3
2023-03-24,Antananarivo,20.0,17.1,24.8,4.7
2023-03-25,Antananarivo,19.0,14.2,24.2,2.2
2023-03-26,Antananarivo,19.7,16.4,24.6,1.2
2023-03-27,Antananarivo,19.4,13.7,26.1,7.6
2023-03-28,Antananarivo,19.9,16.8,26.1,14.7
2023-03-29,Antananarivo,19.7,17.2,24.4,12.0
2023-03-30,Antananarivo,19.7,16.5,25.6,19.3
2023-03-31,Antananarivo,20.3,17.1,25.4,6.8
2023-04-01,Antananarivo,19.7,15.2,25.4,3.6
2023-04-02,Antananarivo,19.5,16.3,25.5,32.5
2023-04-03,Antananarivo,19.2,16.3,24.5,23.9
2023-04-04,Antananarivo,19.4,16.5,24.5,11.9
2023-04-05,Antananarivo,19.3,16.0,24.8,15.5
2023-04-06,Antananarivo,18.9,15.9,24.2,11.2
2023-04-07,Antananarivo,19.5,16.0,24.3,0.2
2023-04-08,Antananarivo,19.3,15.1,24.9,0.0
2023-04-09,Antananarivo,18.4,14.4,24.4,15.4
2023-04-10,Antananarivo,18.0,12.5,25.0,1.4
2023-04-11,Antananarivo,18.3,14.4,24.7,0.2
2023-04-12,Antananarivo,19.5,15.2,25.7,0.0
2023-04-13,Antananarivo,19.0,16.5,24.0,7.2
2023-04-14,Antananarivo,19.3,16.1,24.7,1.3
2023-04-15,Antananarivo,19.0,15.7,25.3,10.7
2023-04-16,Antananarivo,18.4,14.2,24.4,0.0
2023-04-17,Antananarivo,18.4,14.6,23.2,0.2
2023-04-18,Antananarivo,18.8,14.4,24.1,0.3
2023-04-19,Antananarivo,19.4,16.8,24.4,1.9
2023-04-20,Antananarivo,18.9,15.9,23.8,11.4
2023-04-21,Antananarivo,19.6,16.6,25.3,0.7
2023-04-22,Antananarivo,19.1,14.9,25.5,0.6
2023-04-23,Antananarivo,18.7,14.4,25.4,3.9
2023-04-24,Antananarivo,18.6,15.0,24.5,0.0
2023-04-25,Antananarivo,18.2,11.2,25.4,0.0
2023-04-26,Antananarivo,19.7,15.1,25.1,0.4
2023-04-27,Antananarivo,19.4,16.9,24.8,0.1
2023-04-28,Antananarivo,18.3,13.9,23.6,0.0
2023-04-29,Antananarivo,16.6,11.5,23.0,0.0
2023-04-30,Antananarivo,17.2,10.3,23.8,0.0
2023-05-01,Antananarivo,18.5,15.0,24.0,0.0
2023-05-02,Antananarivo,19.0,15.5,24.3,0.0
2023-05-03,Antananarivo,18.5,15.6,22.0,0.3
2023-05-04,Antananarivo,17.7,15.3,22.5,2.8
2023-05-05,Antananarivo,17.8,13.9,23.9,0.0
2023-05-06,Antananarivo,17.9,13.3,23.8,0.1
2023-05-07,Antananarivo,17.5,14.7,22.3,1.6
2023-05-08,Antananarivo,17.0,12.9,22.8,0.5
2023-05-09,Antananarivo,16.9,13.0,22.7,1.2
2023-05-10,Antananarivo,17.7,14.0,22.4,0.0
2023-05-11,Antananarivo,17.8,15.0,22.5,0.7
2023-05-12,Antananarivo,18.6,14.8,23.8,0.0
2023-05-13,Antananarivo,18.4,15.3,23.7,0.6
2023-05-14,Antananarivo,18.6,15.7,23.2,0.6
2023-05-15,Antananarivo,18.9,15.3,23.9,0.6
2023-05-16,Antananarivo,18.3,14.3,23.6,0.1
2023-05-17,Antananarivo,16.9,11.2,24.5,0.0
2023-05-18,Antananarivo,18.3,15.1,24.2,0.0
2023-05-19,Antananarivo,18.0,14.2,24.5,0.0
2023-05-20,Antananarivo,17.2,11.5,24.5,0.0
2023-05-21,Antananarivo,17.4,11.1,24.9,0.0
2023-05-22,Antananarivo,16.7,10.8,24.5,0.0
2023-05-23,Antananarivo,15.5,8.4,23.6,0.0
2023-05-24,Antananarivo,16.9,13.7,22.4,0.0
2023-05-25,Antananarivo,15.7,12.7,21.2,8.8
2023-05-26,Antananarivo,15.2,10.3,20.8,0.0
2023-05-27,Antananarivo,16.0,12.5,21.0,0.0
2023-05-28,Antananarivo,16.4,13.1,21.7,0.0
2023-05-29,Antananarivo,16.2,11.2,22.9,0.0
2023-05-30,Antananarivo,16.9,13.3,22.0,0.0
2023-05-31,Antananarivo,16.5,12.9,22.8,0.0
2023-06-01,Antananarivo,16.2,11.9,21.3,0.0
2023-06-02,Antananarivo,15.9,11.9,21.4,0.0
2023-06-03,Antananarivo,15.3,11.0,19.8,0.1
2023-06-04,Antananarivo,16.3,12.2,21.0,0.7
2023-06-05,Antananarivo,16.0,12.2,21.6,0.6
2023-06-06,Antananarivo,16.0,10.3,22.2,0.0
2023-06-07,Antananarivo,17.2,12.3,22.2,0.0
2023-06-08,Antananarivo,17.9,14.7,22.5,0.0
2023-06-09,Antananarivo,17.5,13.0,23.4,0.0
2023-06-10,Antananarivo,16.5,12.3,22.5,0.0
2023-06-11,Antananarivo,16.8,12.9,22.2,0.0
2023-06-12,Antananarivo,16.5,12.3,21.9,0.0
2023-06-13,Antananarivo,15.9,11.2,21.9,0.0
2023-06-14,Antananarivo,15.0,7.7,22.7,0.0
2023-06-15,Antananarivo,15.6,11.1,22.5,0.0
2023-06-16,Antananarivo,15.8,10.8,22.6,0.0
2023-06-17,Antananarivo,14.8,8.6,23.3,0.0
2023-06-18,Antananarivo,15.1,10.0,20.4,0.0
2023-06-19,Antananarivo,14.9,10.8,20.1,0.0
2023-06-20,Antananarivo,14.0,10.0,20.0,0.0
2023-06-21,Antananarivo,13.8,9.4,20.1,0.0
2023-06-22,Antananarivo,14.5,8.9,20.7,0.0
2023-06-23,Antananarivo,15.3,10.4,20.9,0.0
2023-06-24,Antananarivo,15.2,11.1,21.1,0.0
2023-06-25,Antananarivo,14.6,10.7,20.2,0.0
2023-06-26,Antananarivo,14.5,9.6,20.4,0.0
2023-06-27,Antananarivo,12.3,6.3,20.3,0.0
2023-06-28,Antananarivo,11.9,5.1,19.6,0.0
2023-06-29,Antananarivo,13.0,6.9,20.0,0.0
2023-06-30,Antananarivo,15.5,12.8,20.4,0.0
2023-07-01,Antananarivo,15.3,11.0,22.0,0.0
2023-07-02,Antananarivo,14.8,10.7,19.6,0.0
2023-07-03,Antananarivo,15.0,12.5,19.0,0.2
2023-07-04,Antananarivo,13.2,9.6,17.0,0.0
2023-07-05,Antananarivo,13.7,8.0,20.1,0.2
2023-07-06,Antananarivo,14.7,9.2,21.4,0.0
2023-07-07,Antananarivo,14.7,11.7,19.0,0.0
2023-07-08,Antananarivo,15.3,13.0,19.1,0.2
2023-07-09,Antananarivo,15.3,11.5,20.0,0.0
2023-07-10,Antananarivo,14.8,8.6,21.4,0.0
2023-07-11,Antananarivo,16.7,12.7,23.2,0.0
2023-07-12,Antananarivo,15.6,10.6,21.5,0.0
2023-07-13,Antananarivo,15.2,11.9,21.1,0.0
2023-07-14,Antananarivo,14.4,10.4,20.1,0.0
2023-07-15,Antananarivo,13.7,10.4,18.4,0.0
2023-07-16,Antananarivo,13.6,8.1,20.4,0.0
2023-07-17,Antananarivo,15.4,10.4,20.2,0.0
2023-07-18,Antananarivo,16.0,12.2,20.7,0.5
2023-07-19,Antananarivo,14.2,9.5,19.2,0.1
2023-07-20,Antananarivo,16.1,10.3,23.0,0.2
2023-07-21,Antananarivo,16.3,13.3,21.0,0.0
2023-07-22,Antananarivo,16.2,13.8,20.7,0.2
